yearel,myoutcomenext,difshare
1982,0,-.1335395
1982,0,-.5401284
1984,1,.4557683
1984,0,-.4557683
1986,1,.4656637
1986,0,-.4656637
1986,0,-.6037702
1990,1,.6787437
1990,0,-.6787437
1992,1,.1145528
1992,0,-.1145528
1994,1,.1521522
1994,0,-.1521522
1996,1,.102188
1996,0,-.102188
1946,0,.0683191
1946,0,-.0683191
1946,0,-.3090234
1946,0,-.3867996
1948,1,.2060864
1948,0,-.2060864
1948,0,-.4378595
1950,0,.1824206
1950,0,-.1824206
1950,0,-.428184
1950,0,-.4444172
1952,1,.3531025
1952,0,-.3531025
1952,0,-.6659768
1954,0,.2801255
1954,0,-.2801255
1956,1,.3489703
1956,0,-.3489703
1958,1,.2639393
1958,0,-.2639393
1960,0,.0513755
1960,0,-.0513755
1962,1,.2182029
1962,0,-.2182029
1964,1,.1264756
1964,0,-.1264756
1964,0,-.5201696
1966,1,.4393204
1966,0,-.4393204
1966,0,-.6403917
1968,1,.4505727
1968,0,-.4505727
1968,0,-.5928762
1970,1,.4841832
1970,0,-.4841832
1970,0,-.5071163
1972,1,.084119
1972,0,-.084119
1972,0,-.3484981
1974,1,.1549038
1974,0,-.1549038
1974,0,-.4648039
1976,1,.3236095
1976,0,-.3236095
1976,0,-.6339133
1978,1,.3236177
1978,0,-.3236177
1978,0,-.546782
1980,1,.539731
1980,0,-.539731
1980,0,-.6951736
1980,0,-.7356409
1982,1,.4321088
1982,0,-.4321088
1984,1,.4119729
1984,0,-.4119729
1988,1,.5008246
1988,0,-.5008246
1992,1,.0371928
1992,0,-.0371928
1992,0,-.4754466
1994,1,.0064162
1994,0,-.0064162
1994,0,-.4664076
1996,1,.1290977
1996,0,-.1290977
1996,0,-.5272622
1946,1,.3709219
1946,0,-.3709219
1948,1,.087314
1948,0,-.087314
1948,0,-.4752108
1950,1,.1318865
1950,0,-.1318865
1950,0,-.5444694
1952,1,.1768204
1952,0,-.1768204
1952,0,-.5794409
1954,1,.1436559
1954,0,-.1436559
1956,0,.1613146
1956,0,-.1613146
1958,1,.163893
1958,0,-.163893
1960,1,.160109
1960,0,-.160109
1960,0,-.5301734
1962,0,.157403
1962,0,-.157403
1964,1,.032704
1964,0,-.032704
1966,0,.0273983
1966,0,-.0273983
1966,0,-.389319
1968,0,.029294
1968,1,-.029294
1968,0,-.4066787
1970,0,.0441684
1970,0,-.0441684
1972,0,.3236847
1972,0,-.3236847
1972,0,-.5701571
1972,0,-.5928377
1974,1,.0965452
1974,0,-.0965452
1974,0,-.4864582
1976,1,.3326201
1976,0,-.3326201
1978,1,.1152216
1978,0,-.1152216
1980,1,.1100658
1980,0,-.1100658
1980,0,-.5413668
1982,0,.0897447
1982,0,-.0897447
1982,0,-.5162624
1982,0,-.5211679
1984,1,.0863976
1984,0,-.0863976
1984,0,-.4739176
1986,0,.0055884
1986,0,-.0055884
1986,0,-.4840025
1988,1,.1567154
1988,0,-.1567154
1988,0,-.5670159
1990,1,.2837849
1990,0,-.2837849
1990,0,-.6110775
1992,1,.2705455
1992,0,-.2705455
1994,1,.4905504
1994,0,-.4905504
1996,0,.1976931
1996,0,-.1976931
1946,1,.5082378
1946,0,-.5082378
1948,1,.2996875
1948,0,-.2996875
1948,0,-.5798647
1950,1,.3772372
1950,0,-.3772372
1950,0,-.6609951
1950,0,-.6613772
1952,1,.3167111
1952,0,-.3167111
1952,0,-.6509917
1954,1,.3221405
1954,0,-.3221405
1954,0,-.6261495
1956,1,.2432061
1956,0,-.2432061
1958,1,.2157184
1958,0,-.2157184
1958,0,-.5747548
1960,1,.1737476
1960,0,-.1737476
1962,0,.2815591
1962,0,-.2815591
1964,1,.0637397
1964,0,-.0637397
1964,0,-.4874485
1966,0,.0395518
1966,1,-.0395518
1966,0,-.4815944
1966,0,-.4899463
1968,1,.0250381
1968,0,-.0250381
1968,0,-.4319823
1968,0,-.4688587
1970,0,.4605353
1970,0,-.4605353
1970,0,-.6629452
1972,1,.5998298
1972,0,-.5998298
1974,1,.6338011
1974,0,-.6338011
1974,0,-.7855833
1976,1,.585517
1976,0,-.585517
1976,0,-.7852641
1978,1,.5660608
1978,0,-.5660608
1978,0,-.7227418
1980,1,.6009067
1980,0,-.6009067
1980,0,-.7415965
1980,0,-.7732643
1982,1,.1381067
1982,0,-.1381067
1982,0,-.5522364
1984,1,.1513796
1984,0,-.1513796
1984,0,-.5454024
1986,1,.366123
1986,0,-.366123
1988,1,.8635567
1988,0,-.8635567
1990,0,.2964902
1990,0,-.2964902
1992,1,.1122598
1992,0,-.1122598
1992,0,-.5449745
1994,1,.1656963
1994,0,-.1656963
1994,0,-.5333704
1996,1,.1450548
1996,0,-.1450548
1946,1,.1970964
1946,0,-.1970964
1946,0,-.5476017
1948,1,.2365613
1948,0,-.2365613
1948,0,-.5675694
1950,0,.2497813
1950,0,-.2497813
1950,0,-.603345
1952,1,.415328
1952,0,-.415328
1952,0,-.6807394
1952,0,-.6939707
1954,1,.3479785
1954,0,-.3479785
1954,0,-.6480622
1956,1,.4282379
1956,0,-.4282379
1958,1,.2672124
1958,0,-.2672124
1960,1,.1348885
1960,0,-.1348885
1962,1,.2027977
1962,0,-.2027977
1964,0,.3849683
1964,0,-.3849683
1966,1,.0816178
1966,0,-.0816178
1966,0,-.5164675
1968,0,.1487924
1968,0,-.1487924
1968,0,-.5574114
1970,1,.3241585
1970,0,-.3241585
1972,0,.397237
1972,0,-.397237
1974,0,.0899333
1974,0,-.0899333
1976,0,.0195451
1976,0,-.0195451
1976,0,-.3983064
1976,0,-.4637665
1976,0,-.4678838
1978,1,.080408
1978,0,-.080408
1980,1,.3340775
1980,0,-.3340775
1982,1,.3621673
1982,0,-.3621673
1982,0,-.6298578
1984,1,.4533378
1984,0,-.4533378
1984,0,-.6564164
1984,0,-.6761233
1986,1,.4645835
1986,0,-.4645835
1986,0,-.6733093
1986,0,-.6904289
1988,1,.4223221
1988,0,-.4223221
1988,0,-.6587737
1988,0,-.6720924
1990,0,.3837587
1990,0,-.3837587
1990,0,-.5409958
1990,0,-.5955932
1992,1,.1282564
1992,0,-.1282564
1992,0,-.5133102
1992,0,-.5368261
1994,1,.1215721
1994,0,-.1215721
1994,0,-.5343057
1996,1,.2397822
1996,0,-.2397822
1946,1,.3908857
1946,0,-.3908857
1948,0,.2968587
1948,0,-.2968587
1950,1,.3379623
1950,0,-.3379623
1950,0,-.6448721
1950,0,-.647891
1952,1,.0771675
1952,0,-.0771675
1952,0,-.5352053
1954,1,.2239035
1954,0,-.2239035
1956,1,.1158106
1956,0,-.1158106
1958,1,.2933731
1958,0,-.2933731
1960,1,.2571178
1960,0,-.2571178
1962,1,.2988803
1962,0,-.2988803
1962,1,-.6135837
1964,1,.0055232
1964,0,-.0055232
1966,1,.3002886
1966,0,-.3002886
1968,1,.3304984
1968,0,-.3304984
1970,1,.1412894
1970,0,-.1412894
1972,1,.3202953
1972,0,-.3202953
1974,1,.1001619
1974,0,-.1001619
1976,1,.1143515
1976,0,-.1143515
1978,0,.2101966
1978,0,-.2101966
1980,1,.3226886
1980,0,-.3226886
1980,0,-.5924642
1982,0,.4028233
1982,0,-.4028233
1982,0,-.6600161
1982,0,-.6654851
1984,0,.2506345
1984,0,-.2506345
1984,0,-.6236175
1986,1,.019832
1986,0,-.019832
1988,1,.173841
1988,0,-.173841
1988,0,-.5410081
1988,0,-.5599791
1990,1,.1804823
1990,0,-.1804823
1992,1,.0587531
1992,0,-.0587531
1992,0,-.4922164
1994,1,.340332
1994,0,-.340332
1996,1,.096333
1996,0,-.096333
1946,1,.183807
1946,0,-.183807
1948,1,.1387486
1948,0,-.1387486
1948,0,-.5195144
1950,1,.3026939
1950,0,-.3026939
1950,0,-.6254744
1950,0,-.6345811
1952,1,.4325557
1952,0,-.4325557
1952,0,-.6842095
1954,1,.3249046
1954,0,-.3249046
1956,1,.436537
1956,0,-.436537
1958,0,.2758708
1958,0,-.2758708
1960,1,.2079874
1960,0,-.2079874
1962,0,.2001919
1962,0,-.2001919
1964,1,.1203107
1964,0,-.1203107
1964,0,-.5191469
1966,1,.3519959
1966,0,-.3519959
1968,1,.1755722
1968,0,-.1755722
1968,0,-.5770895
1970,1,.4475882
1970,0,-.4475882
1972,1,.1187294
1972,0,-.1187294
1972,0,-.4470477
1972,0,-.4723866
1974,1,.2191622
1974,0,-.2191622
1974,0,-.5690001
1976,1,.3300176
1976,0,-.3300176
1980,0,.5490104
1980,0,-.5490104
1982,1,.5054511
1982,0,-.5054511
1984,1,.4996971
1984,0,-.4996971
1986,0,.1548744
1986,0,-.1548744
1986,0,-.5689307
1988,0,.0677273
1988,0,-.0677273
1990,1,.1310375
1990,0,-.1310375
1992,1,.4621127
1992,0,-.4621127
1992,0,-.6548601
1994,1,.6956866
1994,0,-.6956866
1996,1,.4620955
1996,0,-.4620955
1996,0,-.6847188
1946,1,.1026526
1946,0,-.1026526
1948,1,.1453469
1948,0,-.1453469
1948,0,-.5222182
1950,0,.1972647
1950,0,-.1972647
1950,0,-.5668215
1952,1,.368354
1952,0,-.368354
1952,0,-.6522908
1954,1,.229544
1954,0,-.229544
1956,0,.3492936
1956,0,-.3492936
1958,1,.080551
1958,0,-.080551
1960,1,.2460977
1960,0,-.2460977
1962,1,.1512392
1962,0,-.1512392
1964,1,.0680946
1964,0,-.0680946
1966,1,.4453979
1966,0,-.4453979
1968,1,.3515725
1968,0,-.3515725
1968,0,-.5714668
1970,0,.3153484
1970,0,-.3153484
1972,1,.1437937
1972,0,-.1437937
1974,1,.1818261
1974,0,-.1818261
1976,1,.1070649
1976,0,-.1070649
1976,0,-.5363238
1978,0,.0631054
1978,0,-.0631054
1978,0,-.5093936
1980,1,.3113653
1980,0,-.3113653
1980,0,-.5372799
1980,0,-.5811452
1980,0,-.5912705
1982,0,.8458586
1982,0,-.8458586
1982,0,-.8951509
1984,0,.3409712
1984,0,-.3409712
1984,0,-.6348972
1986,1,.8076456
1986,0,-.8076456
1986,0,-.8193823
1986,0,-.8309547
1988,1,.4544655
1988,0,-.4544655
1990,1,.2358839
1990,0,-.2358839
1990,0,-.4145229
1946,1,.3979322
1946,0,-.3979322
1948,1,.3005086
1948,0,-.3005086
1948,0,-.60904
1950,1,.3964505
1950,0,-.3964505
1950,0,-.6766057
1950,0,-.6848306
1952,1,.3976136
1952,0,-.3976136
1952,0,-.6723481
1954,1,.3797165
1954,0,-.3797165
1954,0,-.6631195
1956,1,.4544342
1956,0,-.4544342
1958,1,.2962676
1958,0,-.2962676
1960,1,.2603696
1960,0,-.2603696
1960,0,-.5964339
1962,1,.3688679
1962,0,-.3688679
1962,0,-.6354532
1964,1,.1677939
1964,0,-.1677939
1966,1,.3166879
1966,0,-.3166879
1966,0,-.6535286
1968,1,.3706118
1968,0,-.3706118
1970,1,.3306287
1970,0,-.3306287
1972,1,.4271566
1972,0,-.4271566
1974,1,.3510406
1974,0,-.3510406
1974,0,-.6205204
1974,0,-.6410716
1976,0,.4175426
1976,0,-.4175426
1976,0,-.6521463
1976,0,-.669782
1978,1,.1642207
1978,0,-.1642207
1978,0,-.5257843
1978,0,-.5480082
1980,0,.5322558
1980,0,-.5322558
1980,0,-.7413263
1982,1,.7087753
1982,0,-.7087753
1982,0,-.8134314
1984,1,.5513749
1984,0,-.5513749
1986,1,.7017671
1986,0,-.7017671
1990,0,.6090957
1990,0,-.6090957
1990,0,-.7160919
1946,1,.4757244
1946,0,-.4757244
1946,0,-.714263
1948,1,.2310787
1948,0,-.2310787
1948,0,-.5887368
1950,1,.3457319
1950,0,-.3457319
1950,0,-.6509375
1950,0,-.6576282
1952,1,.195606
1952,0,-.195606
1952,0,-.5715294
1952,0,-.5865101
1954,1,.1874604
1954,0,-.1874604
1954,0,-.591737
1956,0,.1491971
1956,0,-.1491971
1958,1,.0159348
1958,0,-.0159348
1960,1,.1067059
1960,0,-.1067059
1962,0,.1139034
1962,0,-.1139034
1962,0,-.5292366
1964,0,.0240639
1964,0,-.0240639
1966,0,.1682007
1966,0,-.1682007
1966,0,-.5149199
1966,0,-.521058
1968,1,.0754134
1968,0,-.0754134
1968,0,-.4759226
1968,0,-.5009382
1970,0,.1898578
1970,0,-.1898578
1972,1,.4863259
1972,0,-.4863259
1972,0,-.6929188
1972,0,-.7056206
1974,1,.3848495
1974,0,-.3848495
1974,0,-.6476897
1974,0,-.6684488
1976,1,.3554652
1976,0,-.3554652
1976,0,-.6201117
1978,1,.7427188
1978,0,-.7427188
1980,1,.5218688
1980,0,-.5218688
1980,0,-.6972237
1980,0,-.7117262
1980,0,-.7147406
1982,0,.2149685
1982,0,-.2149685
1982,0,-.5910939
1984,0,.0972525
1984,0,-.0972525
1984,0,-.5298468
1986,1,.2028525
1986,0,-.2028525
1988,1,.929391
1988,0,-.929391
1990,1,.4060933
1990,0,-.4060933
1990,0,-.6820446
1946,0,.0859356
1946,0,-.0859356
1948,0,.0010736
1948,0,-.0010736
1948,0,-.4659473
1950,1,.054248
1950,0,-.054248
1950,0,-.4947182
1952,0,.2668152
1952,0,-.2668152
1952,0,-.6299484
1954,1,.2728133
1954,0,-.2728133
1954,0,-.6333357
1956,1,.3488469
1956,0,-.3488469
1956,0,-.6625519
1958,1,.0765259
1958,0,-.0765259
1960,1,.0914209
1960,0,-.0914209
1960,0,-.5216163
1962,1,.0891672
1962,0,-.0891672
1964,1,.2795959
1964,0,-.2795959
1966,1,.3165278
1966,0,-.3165278
1968,1,.3990601
1968,0,-.3990601
1968,0,-.6822535
1970,1,.038059
1970,0,-.038059
1972,1,.3943757
1972,0,-.3943757
1972,0,-.6526229
1972,0,-.6675338
1974,1,.1713651
1974,0,-.1713651
1974,0,-.538181
1974,0,-.560544
1976,1,.2850278
1976,0,-.2850278
1978,1,.4306928
1978,0,-.4306928
1978,0,-.6499102
1980,1,.468785
1980,0,-.468785
1980,0,-.7006177
1980,0,-.7184201
1946,1,.265034
1946,0,-.265034
1948,1,.0422975
1948,0,-.0422975
1948,0,-.4739363
1950,0,.2385823
1950,0,-.2385823
1952,1,.3999582
1952,0,-.3999582
1952,0,-.6970229
1954,1,.3677629
1954,0,-.3677629
1956,1,.3910178
1956,0,-.3910178
1958,1,.2941829
1958,0,-.2941829
1960,0,.0518246
1960,0,-.0518246
1962,1,.185392
1962,0,-.185392
1964,1,.1350568
1964,0,-.1350568
1964,0,-.5453588
1966,1,.446968
1966,0,-.446968
1966,0,-.6092007
1966,0,-.6362739
1968,1,.4696314
1968,0,-.4696314
1968,0,-.6530882
1968,0,-.6912465
1970,1,.4825658
1970,0,-.4825658
1970,0,-.6454377
1970,0,-.6928123
1972,0,.1463244
1972,0,-.1463244
1974,1,.1912334
1974,0,-.1912334
1976,1,.332771
1976,0,-.332771
1978,1,.5062678
1978,0,-.5062678
1978,0,-.7170129
1980,1,.4347707
1980,0,-.4347707
1946,1,.4333728
1946,0,-.4333728
1948,1,.2922031
1948,0,-.2922031
1948,0,-.6157787
1948,0,-.6283161
1950,0,.2921883
1950,0,-.2921883
1952,1,.3898024
1952,0,-.3898024
1952,0,-.691577
1954,0,.4330072
1954,0,-.4330072
1956,0,.4329924
1956,0,-.4329924
1958,1,.3160381
1958,0,-.3160381
1960,1,.2686741
1960,0,-.2686741
1962,0,.2868454
1962,0,-.2868454
1964,1,.1013634
1964,0,-.1013634
1964,0,-.5236106
1966,1,.3769857
1966,0,-.3769857
1966,0,-.6526721
1968,1,.4315385
1968,0,-.4315385
1968,0,-.7001632
1970,1,.3646975
1970,0,-.3646975
1970,0,-.6114261
1972,0,.4442246
1972,0,-.4442246
1974,1,.5042367
1974,0,-.5042367
1974,0,-.7451479
1976,1,.5969629
1976,0,-.5969629
1976,0,-.7486694
1978,0,.5907323
1978,0,-.5907323
1978,0,-.768907
1978,0,-.7824994
1980,0,.6850801
1980,0,-.6850801
1980,0,-.8046651
1946,1,.4411879
1946,0,-.4411879
1948,1,.1607508
1948,0,-.1607508
1950,1,.3751318
1950,0,-.3751318
1952,1,.3903761
1952,0,-.3903761
1952,0,-.6895984
1954,1,.43769
1954,0,-.43769
1956,0,.4342525
1956,0,-.4342525
1958,1,.1636182
1958,0,-.1636182
1960,0,.151087
1960,0,-.151087
1962,1,.3801859
1962,0,-.3801859
1962,0,-.6702797
1964,1,.1685581
1964,0,-.1685581
1966,0,.3794275
1966,0,-.3794275
1966,0,-.6515148
1966,0,-.6584809
1968,1,.3034548
1968,0,-.3034548
1968,0,-.6090949
1968,0,-.624841
1970,1,.4285865
1970,0,-.4285865
1972,1,.463207
1972,0,-.463207
1974,1,.4427729
1974,0,-.4427729
1976,1,.5631601
1976,0,-.5631601
1978,1,.8967136
1978,0,-.8967136
1980,1,.6310439
1980,0,-.6310439
1946,1,.4509966
1946,0,-.4509966
1948,1,.3037032
1948,0,-.3037032
1948,0,-.624535
1950,1,.3371298
1950,0,-.3371298
1950,0,-.6516971
1952,1,.3186109
1952,0,-.3186109
1952,0,-.6567237
1954,1,.2956038
1954,0,-.2956038
1956,1,.4093407
1956,0,-.4093407
1958,1,.3030083
1958,0,-.3030083
1960,1,.1935488
1960,0,-.1935488
1962,0,.2752419
1962,0,-.2752419
1962,0,-.603075
1964,1,.0550814
1964,0,-.0550814
1966,1,.0461507
1966,0,-.0461507
1968,0,.1265002
1968,0,-.1265002
1968,0,-.5115105
1970,1,.0321383
1970,0,-.0321383
1972,1,.4383923
1972,0,-.4383923
1974,0,.2306939
1974,0,-.2306939
1974,0,-.5757108
1976,1,.23577
1976,0,-.23577
1978,1,.169008
1978,0,-.169008
1980,0,.1096644
1980,0,-.1096644
1980,0,-.5324851
1946,1,.2106754
1946,0,-.2106754
1948,1,.0273022
1948,0,-.0273022
1950,1,.3256055
1950,0,-.3256055
1950,0,-.6473554
1952,1,.1946611
1952,0,-.1946611
1952,0,-.594461
1954,1,.2377656
1954,0,-.2377656
1954,0,-.5915113
1954,0,-.6074177
1956,1,.2868191
1956,0,-.2868191
1958,1,.2385317
1958,0,-.2385317
1958,0,-.5853066
1960,1,.1010708
1960,0,-.1010708
1960,0,-.5073806
1962,0,.0408131
1962,0,-.0408131
1964,1,.0523306
1964,0,-.0523306
1964,0,-.4938179
1966,1,.2248187
1966,0,-.2248187
1968,1,.307526
1968,0,-.307526
1968,0,-.6360592
1970,1,.2671856
1970,0,-.2671856
1946,1,.4294691
1946,0,-.4294691
1948,0,.1977791
1948,0,-.1977791
1948,0,-.5744272
1950,1,.2912432
1950,0,-.2912432
1950,0,-.6325295
1952,1,.1179345
1952,0,-.1179345
1954,1,.262371
1954,0,-.262371
1956,0,.288286
1956,0,-.288286
1958,1,.0060503
1958,0,-.0060503
1960,1,.1248262
1960,0,-.1248262
1962,1,.4291015
1962,0,-.4291015
1964,1,.6417428
1964,0,-.6417428
1966,1,.5437857
1966,0,-.5437857
1966,0,-.7481464
1968,1,.5519286
1968,0,-.5519286
1970,1,.5948378
1970,0,-.5948378
1946,0,.2509705
1946,0,-.2509705
1948,0,.0441037
1948,0,-.0441037
1948,0,-.4874494
1950,1,.1714781
1950,0,-.1714781
1952,1,.1057496
1952,0,-.1057496
1952,0,-.5509119
1954,1,.1520123
1954,0,-.1520123
1956,1,.183258
1956,0,-.183258
1956,0,-.5764092
1958,1,.1772498
1958,0,-.1772498
1960,1,.1295932
1960,0,-.1295932
1960,0,-.5309326
1946,0,.2933255
1946,0,-.2933255
1946,0,-.5832077
1948,0,.0397293
1948,0,-.0397293
1948,0,-.4848813
1950,1,.0284212
1950,0,-.0284212
1950,0,-.4966716
1952,1,.3416422
1952,0,-.3416422
1952,0,-.6455981
1952,0,-.6596663
1954,1,.312692
1954,0,-.312692
1954,0,-.6318197
1954,0,-.6472789
1956,1,.3733023
1956,0,-.3733023
1958,0,.2971312
1958,0,-.2971312
1958,0,-.6162391
1960,1,.2806085
1960,0,-.2806085
1960,0,-.6021166
1946,0,.1508785
1946,0,-.1508785
1948,0,.0552773
1948,1,-.0552773
1948,0,-.4978395
1950,0,.0197264
1950,0,-.0197264
1950,0,-.4877173
1946,1,.4373119
1946,0,-.4373119
1946,0,-.6749274
1948,1,.2364208
1948,0,-.2364208
1948,0,-.5798361
1948,0,-.5893923
1950,1,.3291143
1950,0,-.3291143
1950,0,-.6508042
1946,0,.1467232
1946,1,-.1467232
1948,1,.0685296
1948,0,-.0685296
1950,1,.0753106
1950,0,-.0753106
1952,1,.3635902
1952,0,-.3635902
1954,1,.2300941
1954,0,-.2300941
1956,1,.2539295
1956,0,-.2539295
1958,1,.2938832
1958,0,-.2938832
1960,1,.5390015
1960,0,-.5390015
1962,1,.2707222
1962,0,-.2707222
1964,1,.4365635
1964,0,-.4365635
1966,1,.3213081
1966,0,-.3213081
1968,1,.4947413
1968,0,-.4947413
1970,1,.3902014
1970,0,-.3902014
1970,0,-.6862511
1972,1,.3287131
1972,0,-.3287131
1972,0,-.6545861
1974,0,.5255315
1974,0,-.5255315
1974,0,-.7493843
1976,0,.4889177
1976,0,-.4889177
1982,1,.4565111
1982,0,-.4565111
1982,0,-.7151433
1982,0,-.718567
1984,1,.4985988
1984,0,-.4985988
1986,1,.4948786
1986,0,-.4948786
1988,1,.5263042
1988,0,-.5263042
1990,1,.5885376
1990,0,-.5885376
1992,1,.6183113
1992,0,-.6183113
1994,1,.6303899
1994,0,-.6303899
1996,0,.7501085
1996,0,-.7501085
1946,0,.0277073
1946,1,-.0277073
1948,1,.0869631
1948,0,-.0869631
1950,1,.1392485
1950,0,-.1392485
1952,1,.2366208
1952,0,-.2366208
1954,0,.2249417
1954,0,-.2249417
1956,1,.2464719
1956,0,-.2464719
1958,1,.3256582
1958,0,-.3256582
1960,0,.4451875
1960,0,-.4451875
1962,1,.341565
1962,0,-.341565
1964,1,.6048646
1964,0,-.6048646
1966,1,.1984527
1966,0,-.1984527
1968,1,.4004357
1968,0,-.4004357
1970,1,.364375
1970,0,-.364375
1972,1,.402944
1972,0,-.402944
1974,0,.4801452
1974,0,-.4801452
1976,0,.4869182
1976,0,-.4869182
1982,1,.539083
1982,0,-.539083
1982,0,-.7437719
1984,1,.8273451
1984,0,-.8273451
1984,0,-.9028666
1986,1,.9678762
1986,0,-.9678762
1988,0,.8742672
1988,0,-.8742672
1990,0,.8419116
1990,0,-.8419116
1992,0,.5443399
1992,0,-.5443399
1992,0,-.7604884
1994,1,.7175605
1994,0,-.7175605
1996,1,.7598445
1996,0,-.7598445
1946,1,.2426512
1946,0,-.2426512
1948,1,.0406204
1948,0,-.0406204
1950,0,.0068707
1950,0,-.0068707
1952,1,.1688662
1952,0,-.1688662
1954,1,.1072112
1954,0,-.1072112
1956,1,.1988948
1956,0,-.1988948
1958,1,.2707146
1958,0,-.2707146
1960,1,.3931987
1960,0,-.3931987
1962,1,.1863851
1962,0,-.1863851
1964,1,.4403692
1964,0,-.4403692
1966,1,.1328053
1966,0,-.1328053
1968,1,.2259574
1968,0,-.2259574
1970,0,.1272491
1970,0,-.1272491
1972,1,.2714835
1972,0,-.2714835
1972,0,-.6284814
1974,0,.5071151
1974,0,-.5071151
1976,0,.4707496
1976,0,-.4707496
1982,1,.0137352
1982,0,-.0137352
1982,0,-.4958959
1982,0,-.4964063
1982,0,-.4987059
1984,1,.2815911
1984,0,-.2815911
1984,0,-.6355817
1986,1,.2355972
1986,0,-.2355972
1988,1,.2642483
1988,0,-.2642483
1990,1,.2003017
1990,0,-.2003017
1992,1,.1984088
1992,0,-.1984088
1992,0,-.5697681
1994,1,.2534835
1994,0,-.2534835
1996,1,.3779216
1996,0,-.3779216
1946,0,.0565155
1946,0,-.0565155
1946,0,-.4506603
1948,1,.1578872
1948,0,-.1578872
1948,0,-.5119172
1950,1,.1495134
1950,0,-.1495134
1952,1,.4025387
1952,0,-.4025387
1952,0,-.6954466
1954,1,.3146268
1954,0,-.3146268
1954,0,-.655703
1956,0,.3824258
1956,0,-.3824258
1958,1,.4510567
1958,0,-.4510567
1960,1,.5681676
1960,0,-.5681676
1962,1,.1196153
1962,0,-.1196153
1964,0,.2825382
1964,0,-.2825382
1966,1,.0376707
1966,0,-.0376707
1968,1,.1960874
1968,0,-.1960874
1968,0,-.5831013
1970,1,.1882944
1970,0,-.1882944
1972,1,.1172215
1972,0,-.1172215
1974,1,.4195144
1974,0,-.4195144
1976,0,.3503891
1976,0,-.3503891
1982,1,.2150902
1982,0,-.2150902
1982,0,-.5888559
1984,1,.1358056
1984,0,-.1358056
1986,1,.217176
1986,0,-.217176
1986,0,-.5949549
1988,1,.403148
1988,0,-.403148
1988,0,-.6909718
1990,0,.1180016
1990,0,-.1180016
1992,1,.5808626
1992,0,-.5808626
1992,0,-.7730685
1994,1,.2834009
1994,0,-.2834009
1996,1,.2844746
1996,0,-.2844746
1946,0,.1373508
1946,1,-.1373508
1948,1,.014544
1948,0,-.014544
1950,1,.1097678
1950,0,-.1097678
1952,1,.0836421
1952,0,-.0836421
1954,1,.1005242
1954,0,-.1005242
1956,1,.0668335
1956,0,-.0668335
1958,1,.1050985
1958,0,-.1050985
1960,0,.219164
1960,0,-.219164
1962,1,.1179713
1962,0,-.1179713
1964,1,.3042035
1964,0,-.3042035
1966,1,.1827276
1966,0,-.1827276
1968,1,.3815492
1968,0,-.3815492
1970,1,.3437377
1970,0,-.3437377
1970,0,-.6628053
1972,0,.2931504
1972,0,-.2931504
1974,1,.1919345
1974,0,-.1919345
1976,0,.1909783
1976,0,-.1909783
1982,0,.3447462
1982,0,-.3447462
1984,1,.1040572
1984,1,-.1040572
1984,0,-.338661
1986,1,.3148055
1986,0,-.3148055
1988,1,.5641631
1988,0,-.5641631
1990,0,.1863273
1990,0,-.1863273
1990,0,-.5270554
1996,1,.2056497
1996,0,-.2056497
1946,1,.1707452
1946,0,-.1707452
1948,1,.1393394
1948,0,-.1393394
1950,1,.0027105
1950,0,-.0027105
1950,0,-.496775
1952,1,.0345471
1952,0,-.0345471
1952,0,-.5152236
1954,1,.0118504
1954,0,-.0118504
1956,0,.0307353
1956,0,-.0307353
1958,1,.1080719
1958,0,-.1080719
1960,1,.1916121
1960,0,-.1916121
1962,1,.0237218
1962,0,-.0237218
1964,1,.2410117
1964,0,-.2410117
1966,0,.1228487
1966,0,-.1228487
1968,1,.0390557
1968,0,-.0390557
1968,0,-.5038608
1970,1,.3240043
1970,0,-.3240043
1970,0,-.626919
1972,1,.2992374
1972,0,-.2992374
1972,0,-.6352585
1974,1,.5056797
1974,0,-.5056797
1974,0,-.7324977
1976,0,.4835468
1976,0,-.4835468
1976,0,-.7312401
1982,1,.4393723
1982,0,-.4393723
1986,1,.3822817
1986,0,-.3822817
1988,1,.2702205
1988,0,-.2702205
1988,0,-.6239232
1990,0,.1402515
1990,0,-.1402515
1992,1,.0414315
1992,0,-.0414315
1994,1,.1349845
1994,0,-.1349845
1996,1,.1785807
1996,0,-.1785807
1996,0,-.5780439
1946,0,.3305039
1946,0,-.3305039
1948,1,.2357849
1948,0,-.2357849
1948,0,-.6044122
1950,1,.2534908
1950,0,-.2534908
1952,1,.2338901
1952,0,-.2338901
1954,1,.2175659
1954,0,-.2175659
1956,0,.2381723
1956,0,-.2381723
1958,1,.1840619
1958,0,-.1840619
1960,1,.0591061
1960,0,-.0591061
1962,0,.2150179
1962,0,-.2150179
1964,1,.0229826
1964,0,-.0229826
1966,1,.2645425
1966,0,-.2645425
1968,1,.1385624
1968,0,-.1385624
1968,0,-.5567626
1970,1,.1841784
1970,0,-.1841784
1972,0,.2128783
1972,0,-.2128783
1974,1,.1157522
1974,0,-.1157522
1974,0,-.5419699
1976,0,.0823245
1976,0,-.0823245
1982,1,.1087643
1982,0,-.1087643
1984,0,.0016579
1984,1,-.0016579
1986,1,.2257465
1986,0,-.2257465
1988,1,.3563099
1988,0,-.3563099
1990,1,.3057227
1990,0,-.3057227
