Obesity; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 5-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
James City County,Virginia,51095,16447,13529,19603
King And Queen County,Virginia,51097,2732,1935,3497
King George County,Virginia,51099,5767,4226,7542
King William County,Virginia,51101,4426,3188,5739
Lancaster County,Virginia,51103,2473,1750,3313
Lee County,Virginia,51105,6480,4974,8097
Lexington City,Virginia,51678,1213,645,1920
Loudoun County,Virginia,51107,62693,55051,70423
Louisa County,Virginia,51109,10025,7528,12555
Lunenburg County,Virginia,51111,4432,3523,5385
Lynchburg City,Virginia,51680,21022,17622,24438
Madison County,Virginia,51113,4605,3507,5697
Manassas City,Virginia,51683,8722,5969,11675
Manassas Park City,Virginia,51685,3463,2061,5020
Martinsville City,Virginia,51690,2311,1348,3452
Mathews County,Virginia,51115,2155,1571,2846
Mecklenburg County,Virginia,51117,10060,8618,11655
Middlesex County,Virginia,51119,3177,2349,4029
Montgomery County,Virginia,51121,21994,18573,25506
Nelson County,Virginia,51125,3724,2645,4852
New Kent County,Virginia,51127,5764,4256,7307
Newport News City,Virginia,51700,49457,43622,55198
Norfolk City,Virginia,51710,65646,58988,72519
Northampton County,Virginia,51131,3953,3154,4731
Northumberland County,Virginia,51133,2449,1682,3283
Norton City,Virginia,51720,803,515,1160
Nottoway County,Virginia,51135,4154,3030,5411
Orange County,Virginia,51137,10492,8399,12599
Page County,Virginia,51139,7068,5463,8830
Patrick County,Virginia,51141,4803,3633,5991
Petersburg City,Virginia,51730,9575,7969,11409
Pittsylvania County,Virginia,51143,18765,16529,21073
Poquoson City,Virginia,51735,3559,2458,4750
Portsmouth City,Virginia,51740,29799,26116,33511
Powhatan County,Virginia,51145,6444,4596,8478
Prince Edward County,Virginia,51147,6392,4908,7976
Prince George County,Virginia,51149,9654,7820,11562
Prince William County,Virginia,51153,105059,95943,114319
Pulaski County,Virginia,51155,8935,7115,11077
Radford City,Virginia,51750,4372,3019,5691
Rappahannock County,Virginia,51157,1914,1255,2603
Richmond City,Virginia,51760,55082,48622,61351
Richmond County,Virginia,51159,2418,1927,2867
Roanoke City,Virginia,51770,27037,23534,30655
Roanoke County,Virginia,51161,21654,18825,24594
Rockbridge County,Virginia,51163,5319,4227,6577
Rockingham County,Virginia,51165,18986,16370,22115
Russell County,Virginia,51167,7110,5472,8935
Salem City,Virginia,51775,6054,4124,8268
Scott County,Virginia,51169,5420,4236,6641
Shenandoah County,Virginia,51171,10963,9159,12969
Smyth County,Virginia,51173,7235,5593,8905
Southampton County,Virginia,51175,6689,5326,8092
Spotsylvania County,Virginia,51177,32631,27670,37498
Stafford County,Virginia,51179,33213,28785,38498
Staunton City,Virginia,51790,4231,2385,6465
Suffolk City,Virginia,51800,22500,18600,26523
Surry County,Virginia,51181,1722,1009,2602
Sussex County,Virginia,51183,3705,2916,4554
Tazewell County,Virginia,51185,11805,9834,14091
Virginia Beach City,Virginia,51810,95117,86224,104259
Warren County,Virginia,51187,10355,8116,12721
Washington County,Virginia,51191,13687,11416,16346
Waynesboro City,Virginia,51820,6177,4076,8224
Westmoreland County,Virginia,51193,4727,3510,6039
Williamsburg City,Virginia,51830,3673,2386,5133
Winchester City,Virginia,51840,6123,4051,8290
Wise County,Virginia,51195,11993,9954,14095
Wythe County,Virginia,51197,8411,6899,10060
York County,Virginia,51199,12732,9946,15636
Adams County,Washington,53001,4283,3576,5006
Asotin County,Washington,53003,5648,4909,6418
Benton County,Washington,53005,48654,43985,53544
Chelan County,Washington,53007,18589,16013,21090
Clallam County,Washington,53009,18735,16223,21120
Clark County,Washington,53011,112026,104219,120500
Columbia County,Washington,53013,1014,849,1179
Cowlitz County,Washington,53015,30238,27552,33345
Douglas County,Washington,53017,9392,7694,11253
Ferry County,Washington,53019,1867,1408,2362
Franklin County,Washington,53021,18400,15375,21678
Garfield County,Washington,53023,581,490,672
Grant County,Washington,53025,21508,18735,24192
Grays Harbor County,Washington,53027,20031,17485,22694
Island County,Washington,53029,20410,17702,23320
Jefferson County,Washington,53031,5738,4753,6875
King County,Washington,53033,384269,367766,399766
Kitsap County,Washington,53035,62236,56304,68299
Kittitas County,Washington,53037,9816,8290,11480
Klickitat County,Washington,53039,4694,4041,5421
Lewis County,Washington,53041,19721,17137,22540
Lincoln County,Washington,53043,2688,2291,3097
Mason County,Washington,53045,18770,16420,21288
Okanogan County,Washington,53047,10084,8618,11560
Pacific County,Washington,53049,6790,5916,7708
Pend Oreille County,Washington,53051,4367,3707,5037
Pierce County,Washington,53053,206331,194864,218194
San Juan County,Washington,53055,2869,2261,3484
Skagit County,Washington,53057,28875,25447,32806
Skamania County,Washington,53059,3259,2785,3789
Snohomish County,Washington,53061,183076,173025,192477
Spokane County,Washington,53063,110685,103249,118664
Stevens County,Washington,53065,10289,9101,11517
Thurston County,Washington,53067,64294,58831,69654
Wahkiakum County,Washington,53069,1208,1045,1394
Walla Walla County,Washington,53071,13196,11382,15125
Whatcom County,Washington,53073,47684,42972,52752
Whitman County,Washington,53075,9832,8524,11190
Yakima County,Washington,53077,57966,52506,63683
Barbour County,West Virginia,54001,5033,4195,5866
Berkeley County,West Virginia,54003,33028,30048,36050
Boone County,West Virginia,54005,7247,6287,8189
Braxton County,West Virginia,54007,4067,3271,4847
Brooke County,West Virginia,54009,6199,5033,7426
Cabell County,West Virginia,54011,26611,23955,29314
Calhoun County,West Virginia,54013,1755,1253,2242
Clay County,West Virginia,54015,2497,1995,3041
Doddridge County,West Virginia,54017,2599,1938,3372
Fayette County,West Virginia,54019,13604,12268,14991
Gilmer County,West Virginia,54021,2413,1676,3230
Grant County,West Virginia,54023,3552,2809,4279
Greenbrier County,West Virginia,54025,9771,8549,10977
Hampshire County,West Virginia,54027,7071,5890,8369
Hancock County,West Virginia,54029,9699,8257,11103
Hardy County,West Virginia,54031,4302,3461,5080
Harrison County,West Virginia,54033,19320,17258,21435
Jackson County,West Virginia,54035,9491,8254,10751
Jefferson County,West Virginia,54037,14241,12280,16328
Kanawha County,West Virginia,54039,53970,50944,56892
Lewis County,West Virginia,54041,5389,4518,6260
Lincoln County,West Virginia,54043,6786,5769,7726
Logan County,West Virginia,54045,10953,9437,12399
Marion County,West Virginia,54049,16178,14477,18068
Marshall County,West Virginia,54051,9995,8571,11440
Mason County,West Virginia,54053,8638,7422,9825
Mcdowell County,West Virginia,54047,6473,5442,7531
Mercer County,West Virginia,54055,18182,16386,20119
Mineral County,West Virginia,54057,7545,6368,8739
Mingo County,West Virginia,54059,7683,6590,8807
Monongalia County,West Virginia,54061,25016,22363,27631
Monroe County,West Virginia,54063,3299,2666,4009
Morgan County,West Virginia,54065,5441,4412,6548
Nicholas County,West Virginia,54067,7956,6823,9050
Ohio County,West Virginia,54069,10540,8984,12084
Pendleton County,West Virginia,54071,2052,1584,2541
Pleasants County,West Virginia,54073,1823,1312,2432
Pocahontas County,West Virginia,54075,2263,1748,2842
Preston County,West Virginia,54077,9818,8525,11236
Putnam County,West Virginia,54079,16878,15145,18649
Raleigh County,West Virginia,54081,21968,19820,23831
Randolph County,West Virginia,54083,7789,6581,9058
Ritchie County,West Virginia,54085,3405,2727,4096
Roane County,West Virginia,54087,4457,3622,5225
Summers County,West Virginia,54089,4333,3561,5107
Taylor County,West Virginia,54091,5366,4507,6280
Tucker County,West Virginia,54093,1670,1228,2143
Tyler County,West Virginia,54095,2375,1738,3066
Upshur County,West Virginia,54097,6515,5552,7584
Wayne County,West Virginia,54099,13234,11795,14730
Webster County,West Virginia,54101,2407,1885,2975
Wetzel County,West Virginia,54103,4569,3721,5385
Wirt County,West Virginia,54105,1546,1142,2001
Wood County,West Virginia,54107,26008,23935,27991
Wyoming County,West Virginia,54109,5997,5016,7070
Adams County,Wisconsin,55001,5413,3913,6926
Ashland County,Wisconsin,55003,3798,3134,4472
Barron County,Wisconsin,55005,14251,11835,16735
Bayfield County,Wisconsin,55007,3502,2893,4159
Brown County,Wisconsin,55009,64367,56562,72767
Buffalo County,Wisconsin,55011,3310,2314,4400
Burnett County,Wisconsin,55013,4248,2964,5594
Calumet County,Wisconsin,55015,10117,7312,13042
Chippewa County,Wisconsin,55017,14784,11410,18123
Clark County,Wisconsin,55019,9422,7646,11367
Columbia County,Wisconsin,55021,19943,16871,23021
Crawford County,Wisconsin,55023,3836,2670,5159
Dane County,Wisconsin,55025,94942,83388,106888
Dodge County,Wisconsin,55027,26165,22125,30409
Door County,Wisconsin,55029,7269,5624,9230
Douglas County,Wisconsin,55031,12481,9488,15666
Dunn County,Wisconsin,55033,12919,10079,15907
Eau Claire County,Wisconsin,55035,22070,17839,26230
Florence County,Wisconsin,55037,1289,905,1696
Fond Du Lac County,Wisconsin,55039,24856,20569,28859
Forest County,Wisconsin,55041,2150,1650,2701
Grant County,Wisconsin,55043,13462,10595,16625
Green County,Wisconsin,55045,9122,6825,11675
Green Lake County,Wisconsin,55047,4528,3365,5810
Iowa County,Wisconsin,55049,5338,3811,7034
Iron County,Wisconsin,55051,1283,928,1694
Jackson County,Wisconsin,55053,5298,3696,6907
Jefferson County,Wisconsin,55055,20749,16701,24686
Juneau County,Wisconsin,55057,7430,5837,9194
Kenosha County,Wisconsin,55059,39033,33104,45694
Kewaunee County,Wisconsin,55061,5358,3913,6918
La Crosse County,Wisconsin,55063,23550,19518,27834
Lafayette County,Wisconsin,55065,3407,2276,4713
Langlade County,Wisconsin,55067,4738,3765,5695
Lincoln County,Wisconsin,55069,9188,7838,10610
Manitowoc County,Wisconsin,55071,21896,18001,26364
Marathon County,Wisconsin,55073,34030,29864,38875
Marinette County,Wisconsin,55075,10322,7815,13199
Marquette County,Wisconsin,55077,4816,3640,6084
Menominee County,Wisconsin,55078,1318,1077,1564
Milwaukee County,Wisconsin,55079,220782,205586,235345
Monroe County,Wisconsin,55081,12414,9694,15083
Oconto County,Wisconsin,55083,10386,7968,13053
Oneida County,Wisconsin,55085,10064,8758,11402
Outagamie County,Wisconsin,55087,44979,39047,50943
Ozaukee County,Wisconsin,55089,15815,12084,20293
Pepin County,Wisconsin,55091,1520,932,2129
Pierce County,Wisconsin,55093,9563,7309,12131
Polk County,Wisconsin,55095,10104,7766,12678
Portage County,Wisconsin,55097,15349,12482,18323
Price County,Wisconsin,55099,3339,2703,4025
Racine County,Wisconsin,55101,56409,49349,63662
Richland County,Wisconsin,55103,4914,3655,6197
Rock County,Wisconsin,55105,44332,38586,50455
Rusk County,Wisconsin,55107,2733,1834,3770
Sauk County,Wisconsin,55111,16784,13650,19898
Sawyer County,Wisconsin,55113,4430,3740,5196
Shawano County,Wisconsin,55115,11267,9209,13475
Sheboygan County,Wisconsin,55117,28921,24358,33524
St. Croix County,Wisconsin,55109,16256,12803,20068
Taylor County,Wisconsin,55119,5619,4531,6749
Trempealeau County,Wisconsin,55121,8029,6212,10088
Vernon County,Wisconsin,55123,7514,5795,9391
Vilas County,Wisconsin,55125,5149,4358,6025
Walworth County,Wisconsin,55127,26134,21607,30856
Washburn County,Wisconsin,55129,4518,3438,5648
Washington County,Wisconsin,55131,31469,25531,37472
Waukesha County,Wisconsin,55133,82561,72954,92041
Waupaca County,Wisconsin,55135,14329,11719,17065
Waushara County,Wisconsin,55137,7280,5535,8931
Winnebago County,Wisconsin,55139,48384,41255,55777
Wood County,Wisconsin,55141,15272,12210,18502
Albany County,Wyoming,56001,7564,6578,8618
Big Horn County,Wyoming,56003,2839,2430,3265
Campbell County,Wyoming,56005,10214,9150,11464
Carbon County,Wyoming,56007,3850,3358,4431
Converse County,Wyoming,56009,3218,2668,3776
Crook County,Wyoming,56011,1641,1362,1922
Fremont County,Wyoming,56013,8394,7509,9287
Goshen County,Wyoming,56015,3305,2800,3811
Hot Springs County,Wyoming,56017,1063,838,1308
Johnson County,Wyoming,56019,1672,1322,2030
Laramie County,Wyoming,56021,22001,20376,23660
Lincoln County,Wyoming,56023,3518,2956,4137
Natrona County,Wyoming,56025,18263,16889,19702
Niobrara County,Wyoming,56027,534,380,712
Park County,Wyoming,56029,5988,5135,6833
Platte County,Wyoming,56031,1940,1586,2346
Sheridan County,Wyoming,56033,6622,5832,7439
Sublette County,Wyoming,56035,2146,1745,2589
Sweetwater County,Wyoming,56037,9362,8187,10541
Teton County,Wyoming,56039,2051,1565,2591
Uinta County,Wyoming,56041,4925,4229,5620
Washakie County,Wyoming,56043,1738,1388,2064
Weston County,Wyoming,56045,2015,1677,2355
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
